species,n_total,percentile,GMM_n_ood,GMM_n_indist,GMM_pct_ood,Decoder A_n_ood,Decoder A_n_indist,Decoder A_pct_ood,MARISMA_n_ood,MARISMA_n_indist,MARISMA_pct_ood,Intersection (3 agree)_n_ood,Intersection (3 agree)_n_indist,Intersection (3 agree)_pct_ood,Union (at least 1 agrees)_n_ood,Union (at least 1 agrees)_n_indist,Union (at least 1 agrees)_pct_ood
Yersinia_Similis,27,1.0,27,0,100.0,27,0,100.0,27,0,100.0,27,0,100.0,27,0,100.0
Yersinia_Sp,12,0.01,0,12,0.0,0,12,0.0,3,9,25.0,0,12,0.0,3,9,25.0
Yersinia_Sp,12,0.05,2,10,16.7,8,4,66.7,6,6,50.0,1,11,8.3,9,3,75.0
Yersinia_Sp,12,0.1,12,0,100.0,11,1,91.7,9,3,75.0,9,3,75.0,12,0,100.0
Yersinia_Sp,12,0.5,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0
Yersinia_Sp,12,1.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0
Yersinia_Wautersii,12,0.01,0,12,0.0,0,12,0.0,12,0,100.0,0,12,0.0,12,0,100.0
Yersinia_Wautersii,12,0.05,0,12,0.0,12,0,100.0,12,0,100.0,0,12,0.0,12,0,100.0
Yersinia_Wautersii,12,0.1,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0
Yersinia_Wautersii,12,0.5,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0
Yersinia_Wautersii,12,1.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0,12,0,100.0
